#{"t_start": 1768158445.438503, "env_id": "None"}
r,l,t
-54.981525,12,17.12923
-113.369447,12,17.145277
-151.23966,12,17.162376
-170.367559,12,17.176212
-173.091422,12,17.189224
-236.722205,12,17.205698
-140.932626,12,17.220115
-41.964619,12,17.236087
-132.866498,12,17.253867
-180.546879,12,17.263425
-111.649408,12,17.288111
-226.855942,12,17.303123
-244.440286,12,17.317425
-185.74819,12,17.331305
-93.774132,12,17.345818
-102.219171,12,17.358493
-107.685557,12,17.379723
-115.730227,12,17.394951
-261.145275,12,17.408
-210.992053,12,17.423098
-150.795959,12,17.43816
-303.968024,12,17.452228
-149.093177,12,17.46684
-179.866742,12,17.480263
-198.445496,12,17.499908
-87.924369,12,17.518483
-78.16938,12,17.533947
-196.849093,12,17.54866
-173.722611,12,17.563952
-146.8619,12,17.57945
-1.771079,12,17.59458
-178.465797,12,17.608116
-114.07113,12,17.624488
-126.900656,12,17.639473
-191.94178,12,17.653495
-167.971572,12,17.663725
-163.46004,12,17.673872
-207.069956,12,17.694435
-99.920811,12,17.715271
-213.664151,12,17.729553
-343.47416,12,17.745708
-187.117052,12,17.755886
-97.713552,12,17.771357
-159.39312,12,17.789883
-215.898631,12,17.806156
-192.628939,12,17.822762
-69.859425,12,17.828281
-113.166965,12,17.850435
-220.187147,12,17.866162
-195.12973,12,17.879177
-174.761188,12,17.893837
-53.517619,12,17.911131
-182.845196,12,17.921714
-191.872739,12,17.940516
-173.629297,12,17.955714
-92.812038,12,17.97122
-45.241869,12,17.985196
-132.623532,12,18.000821
-66.962318,12,18.012136
-11.282752,12,18.02616
-128.494949,12,18.043602
-157.562732,12,18.061043
-197.488926,12,18.078854
-209.142928,12,18.094763
-107.301384,12,18.11217
-239.635763,12,18.129101
-161.632208,12,18.146459
-5.865483,12,18.160971
-209.362345,12,18.17893
-97.237756,12,18.189545
-162.928076,12,18.203703
-340.535275,12,18.218205
-229.134565,12,18.232017
-232.409711,12,18.245612
-1.82957,12,18.261308
-237.268517,12,18.27539
-152.680343,12,18.29178
-183.14279,12,18.305875
-247.432265,12,18.320177
-273.592806,12,18.336185
